"Province","Rural.Urban","Education.Level.or.Type","Labour.Group","Gender","Indicators","Description","Value","Age"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",6.43,"35-39 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",2.81,"35-39 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literacy Rate by Age Group",3.62,"35-39 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.03,"35-39 years"
"Sindh","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",3.59,"35-39 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.02,"35-39 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.08,"35-39 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.91,"35-39 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.52,"35-39 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.74,"35-39 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.59,"35-39 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.72,"35-39 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",5.96,"40-44 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",2.72,"40-44 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literacy Rate by Age Group",3.24,"40-44 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"40-44 years"
"Sindh","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",3.22,"40-44 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"40-44 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.13,"40-44 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.94,"40-44 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.38,"40-44 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.68,"40-44 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.39,"40-44 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.69,"40-44 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",4.86,"45-49 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",2.36,"45-49 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literacy Rate by Age Group",2.51,"45-49 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"45-49 years"
"Sindh","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",2.49,"45-49 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.09,"45-49 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.69,"45-49 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.3,"45-49 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.53,"45-49 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.36,"45-49 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.52,"45-49 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",3.59,"50-54 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",1.71,"50-54 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literacy Rate by Age Group",1.88,"50-54 years"
"Sindh","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",1.88,"50-54 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"50-54 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.06,"50-54 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.55,"50-54 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.28,"50-54 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.37,"50-54 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.21,"50-54 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.39,"50-54 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",2.85,"55-59 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",1.5,"55-59 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literacy Rate by Age Group",1.35,"55-59 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"55-59 years"
"Sindh","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",1.33,"55-59 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"55-59 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.06,"55-59 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.48,"55-59 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.18,"55-59 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.28,"55-59 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.1,"55-59 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.23,"55-59 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",2.01,"60-64 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",1.15,"60-64 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literacy Rate by Age Group",0.86,"60-64 years"
"Sindh","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.86,"60-64 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"60-64 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.03,"60-64 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.34,"60-64 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.11,"60-64 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.16,"60-64 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.08,"60-64 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.15,"60-64 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",2.19,"65 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",1.35,"65 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Literacy Rate by Age Group",0.83,"65 years & above"
"Sindh","Urban & Rural","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.01,"65 years & above"
"Sindh","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.83,"65 years & above"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.03,"65 years & above"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.29,"65 years & above"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.12,"65 years & above"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.16,"65 years & above"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.08,"65 years & above"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.15,"65 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",100,"10 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",42.83,"10 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Percentage of Literate Population (10 years & above)",57.17,"10 years & above"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.2,"10 years & above"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",56.97,"10 years & above"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",1.65,"10 years & above"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",9.55,"10 years & above"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",16.64,"10 years & above"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",7.86,"10 years & above"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",9.3,"10 years & above"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",5.88,"10 years & above"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",6.09,"10 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",100,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",26.95,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Percentage of Literate Population (5 years & above)",73.05,"5 years & above"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.23,"5 years & above"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",72.82,"5 years & above"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.15,"5 years & above"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",8.16,"5 years & above"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",23.45,"5 years & above"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",11.08,"5 years & above"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",13.11,"5 years & above"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",8.29,"5 years & above"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",8.59,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",100,"5-9 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",34.16,"5-9 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",65.84,"5-9 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.23,"5-9 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",65.61,"5-9 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",1.9,"5-9 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",10.99,"5-9 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",19.16,"5-9 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",9.06,"5-9 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",10.71,"5-9 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",6.77,"5-9 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",7.02,"5-9 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",18.29,"10-14 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",12.14,"10-14 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",6.15,"10-14 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.04,"10-14 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",6.11,"10-14 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",1.78,"10-14 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",4.33,"10-14 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",16.2,"15-19 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",3.51,"15-19 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",12.69,"15-19 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.04,"15-19 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",12.65,"15-19 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"15-19 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",5.21,"15-19 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",6.68,"15-19 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.73,"15-19 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",13.1,"20-24 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",3.23,"20-24 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",9.88,"20-24 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"20-24 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",9.86,"20-24 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"20-24 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.3,"20-24 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",2.53,"20-24 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",3.41,"20-24 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",2.83,"20-24 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.78,"20-24 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",9.82,"25-29 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.21,"25-29 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",7.61,"25-29 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"25-29 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",7.6,"25-29 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"25-29 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.22,"25-29 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.63,"25-29 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.05,"25-29 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.71,"25-29 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",2.09,"25-29 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.88,"25-29 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",7.63,"30-34 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.03,"30-34 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",5.6,"30-34 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"30-34 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",5.58,"30-34 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"30-34 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.13,"30-34 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.43,"30-34 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.83,"30-34 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.19,"30-34 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.89,"30-34 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",1.1,"30-34 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",6.63,"35-39 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.7,"35-39 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",4.93,"35-39 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"35-39 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",4.92,"35-39 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.09,"35-39 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.21,"35-39 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.78,"35-39 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.28,"35-39 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.68,"35-39 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.88,"35-39 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",6.19,"40-44 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.7,"40-44 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",4.48,"40-44 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"40-44 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",4.46,"40-44 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"40-44 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.11,"40-44 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.13,"40-44 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.62,"40-44 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.91,"40-44 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.66,"40-44 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",1,"40-44 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",5.84,"45-49 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.7,"45-49 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",4.15,"45-49 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"45-49 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",4.14,"45-49 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.19,"45-49 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.18,"45-49 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.46,"45-49 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.85,"45-49 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.48,"45-49 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.98,"45-49 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",5.05,"50-54 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.65,"50-54 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",3.4,"50-54 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"50-54 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",3.38,"50-54 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.15,"50-54 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.96,"50-54 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.36,"50-54 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.64,"50-54 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.48,"50-54 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.78,"50-54 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",3.71,"55-59 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.2,"55-59 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",2.52,"55-59 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",2.51,"55-59 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"55-59 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.09,"55-59 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.74,"55-59 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.33,"55-59 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.45,"55-59 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.3,"55-59 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.6,"55-59 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",3.07,"60-64 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.11,"60-64 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",1.96,"60-64 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"60-64 years"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",1.94,"60-64 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"60-64 years"
